Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
scooby_state_40a7dd|0|-28 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|4|3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a8f8|26|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a841|25|5 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|19|6 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a73a|5|-3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7f6|62|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7f6|12|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|18|-17 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a74a|7|-3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a846|10|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|17|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8f8|31|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|55|38 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7c4|8|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|29|19 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a807|1|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|59|57 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|10|-53 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a791|20|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|61|56 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7c4|59|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a807|63|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8f8|18|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a807|58|50 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a77d|24|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|40|-18 4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|13|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|16|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|9|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|50|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|13|-50 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|40|-23 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a77d|18|9 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|15|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a846|0|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a807|59|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a77d|10|-53 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|4|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a807|60|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a841|23|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|59|-4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|10|-11 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a73a|5|-8 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a73a|6|-3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|6|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8f8|14|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|13|-50 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7c4|58|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7c4|0|-21 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7f6|1|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|0|-24 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a73a|6|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a846|5|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a807|61|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8f8|17|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a841|27|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a78d|5|-15 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8f8|16|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|50|-13 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|32|19 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a77d|25|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|16|-47 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a860|54|19 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7dd|5|-5 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7af|21|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a74a|9|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8db|45|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a841|27|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7c4|10|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a8f8|25|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a7af|23|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40a82e|40|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|13|3 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a707|0|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|13|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a78d|18|8 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|18|-12 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a846|24|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|24|19 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|18|-12 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7f6|0|-63 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a791|19|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7f6|7|3 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|51|41 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|0|-39 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a78d|6|-56 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|10|-48 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a846|19|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a82e|31|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|62|37 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7c4|10|-3 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|14|-18 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|7|2 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a73a|5|-18 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|50|19 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a78d|5|-18 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|44|38 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|24|3 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7a6|48|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|17|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|1|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a710|26|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|26|5 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a791|21|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|32|-31 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|30|9 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7f6|59|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|18|2 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a73a|4|-9 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|29|-34 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|18|10 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|22|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|59|38 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|18|-4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|20|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|21|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|0|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|39|37 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|43|-18 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|0|-21 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|47|19 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a78d|8|2 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|21|13 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|24|-39 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a73a|4|-59 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a707|20|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|30|5 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a74a|8|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7c4|58|-5 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7a6|51|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|17|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|23|2 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7c4|5|-8 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a710|30|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a73a|6|-18 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a889|0|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|10|5 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a78d|18|-12 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|10|-52 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7f6|5|-58 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|28|19 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a841|30|10 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a710|1|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a73a|5|-23 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|18|-6 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|5|-8 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a846|13|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|47|-16 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7a6|54|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a77d|10|6 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|8|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7af|5|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a74a|8|-5 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a8f8|29|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a73a|4|-2 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7f6|4|-59 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a710|21|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|10|-11 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7dd|59|20 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7a6|55|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a7f6|4|-9 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a846|20|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_40a860|23|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|62|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a889|13|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|17|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|4|-19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|14|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|7|-56 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|4|-54 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|2|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|4|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|16|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|17|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|5|-19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|4|-19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|6|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|16|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|5|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a82e|30|22 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|13|-18 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|21|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|61|37 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7a6|58|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|25|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a841|32|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|5|-27 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|61|57 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a807|61|53 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|27|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a841|28|8 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|14|-37 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|6|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|1|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|58|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|4|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|62|57 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|13|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|9|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a846|18|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|4|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a74a|8|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|6|-7 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a807|58|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|6|-17 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a707|48|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a74a|9|-4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|61|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|21|19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|0|0 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|4|-56 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|10|-15 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|6|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|6|-38 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|0|-53 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a807|0|-20 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|5|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|8|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|21|-19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|4|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|0|-13 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|0|-47 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|0|-16 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|25|19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|62|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|0|-13 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|5|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|3|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|3|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|4|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|63|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a846|9|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|6|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|11|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|18|12 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|25|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|4|-16 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|6|6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|6|6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|0|-44 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|61|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|4|-47 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|0|-9 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a710|5|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|2|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a710|24|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|13|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7a6|52|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|0|-40 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|7|0 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
scooby_state_40a74a|7|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|5|-17 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|18|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7a6|50|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|7|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|1|0 0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|61|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|7|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|8|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|30|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|13|-8 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|10|-37 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|11|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a889|2|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|15|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|15|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|2|-61 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a707|16|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|16|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a889|7|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a74a|8|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|15|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|5|0 0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|63|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|18|12 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|5|-53 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|47|19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|5|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|0|-51 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
