Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
scooby_state_446791|48|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|34|1 89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,
scooby_state_446791|25|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|14|1 89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,
scooby_state_446626|14|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|26|1 89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,
scooby_state_446907|38|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|18|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|50|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|26|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|6|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|45|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|26|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|8|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|47|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|26|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|33|1 89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|18|1 89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,
scooby_state_446626|10|1 89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,
scooby_state_4465e9|53|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|49|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|22|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|18|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|37|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|4|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|25|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|17|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|25|1 89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|24|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|28|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|38|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|15|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|35|1 89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,
scooby_state_4465e9|52|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|8|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|34|1 89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,
scooby_state_446791|32|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|10|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|13|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|13|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|11|1 89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,
scooby_state_446907|61|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|1|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|38|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|15|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|34|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|13|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|22|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|14|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|1|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|46|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|46|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|17|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|63|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|15|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|35|1 89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,
scooby_state_446626|38|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|57|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|6|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|33|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|52|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|34|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|44|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|54|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|58|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|1|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|27|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|16|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|42|1 88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,
scooby_state_446907|62|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|29|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|56|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|42|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|16|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|45|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|49|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|58|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|47|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|54|1 88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|27|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|9|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|10|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|39|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|12|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|12|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|11|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|59|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|31|1 88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,
scooby_state_446907|4|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|2|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|11|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|45|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|7|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|10|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|48|1 88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,
scooby_state_4465e9|9|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|20|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|29|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|48|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|59|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|20|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|37|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|41|1 88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|4|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|7|1 88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,
scooby_state_446626|60|1 88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|44|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|40|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|49|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|41|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|56|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|51|1 88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,
scooby_state_446626|1|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|3|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|60|1 88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,
scooby_state_446626|40|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|5|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|23|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|5|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|19|1 88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|62|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|28|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|28|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|21|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|39|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446626|2|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|3|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|31|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_4465e9|47|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|21|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|23|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446907|19|1 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_446791|36|1 88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_446907|58|1 88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_4465e9|36|1 88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_446626|58|1 87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,
scooby_state_44684c|63|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|39|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|21|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|10|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|10|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|57|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|39|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|15|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|48|1 82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,
scooby_state_4469ae|15|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|30|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|32|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|39|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|57|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|57|1 82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|4|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|10|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|61|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|1|1 81,0,0,0,1,0,0,1,0,0,0,0,0,0,0,83,
scooby_state_4469ae|43|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|8|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|26|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|59|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|50|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|54|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|8|1 82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|54|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|8|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|37|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|30|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|43|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|37|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|54|1 82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,
scooby_state_4466d9|50|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|19|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|48|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|1|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|43|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|21|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|61|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|30|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|15|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|19|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|63|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|32|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|32|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|37|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|26|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|21|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|50|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|28|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|28|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|61|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|28|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|59|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|59|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|19|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|26|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|63|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|4|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|1|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4466d9|4|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_44684c|48|1 82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_4469ae|2|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|55|1 81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|22|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|23|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|55|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|55|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|22|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|13|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|35|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|34|1 81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|17|1 81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,
scooby_state_4466d9|36|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|33|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|17|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|22|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|25|1 81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,
scooby_state_4466d9|24|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|13|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|3|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|12|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|35|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|41|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|6|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|45|1 81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|23|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|56|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|23|1 81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|14|1 81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|46|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|25|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|6|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|45|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|41|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|14|1 81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,
scooby_state_4466d9|52|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|36|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|44|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|56|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|6|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|2|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|34|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|3|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|2|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|46|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|41|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|35|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|33|1 81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,
scooby_state_4466d9|13|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|25|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|46|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|24|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|33|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|36|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|12|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|14|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|52|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|56|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|3|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|24|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|44|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|52|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|45|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|34|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4469ae|44|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|12|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_4466d9|17|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44684c|11|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|49|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|53|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|49|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|7|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|58|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|11|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|20|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|42|1 80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,
scooby_state_44684c|9|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|9|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|62|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|58|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|62|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|20|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|62|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|16|1 80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,
scooby_state_44684c|16|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|9|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|38|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|47|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|51|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|31|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
