Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
scooby_state_404906|46|26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43feca|29|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440965|63|32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440969|32|-31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40be3c|46|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|38|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e022|7|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e161|46|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d000|0|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef80|16|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|2|-26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408f50|61|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|57|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e150|6|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407bdf|20|-35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bcc1|51|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bcef|23|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a8e0|35|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df7f|41|36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b201|8|-52 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404bfa|16|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef87|17|-34 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e008|0|-45 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|37|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4096e6|48|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0ba|35|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457cc1|51|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf89|62|57 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ad09|52|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c08|48|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f440|17|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b227|16|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4391c2|7|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404c83|50|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fec0|59|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|53|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|52|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439142|5|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441ed4|44|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|39|32 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0ba|23|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40afbf|39|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c30|48|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|12|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408fa6|42|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409613|14|-28 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_40b941|37|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440965|42|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4196c0|27|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bec1|59|32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4095c0|23|8 0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
scooby_state_451fe3|63|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4078a0|34|-26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4420a7|2|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf2b|60|42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d342|13|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441544|18|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_453741|29|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e150|15|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d281|10|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8e3|29|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f4f1|19|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f470|26|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4096e6|40|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404bd3|4|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_442982|38|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|26|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c03|48|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c03|48|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44f712|28|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a1e0|7|-54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406050|1|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40abe3|46|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404b43|45|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409010|0|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e6bf|26|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407990|38|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1e3|7|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ccc2|51|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cd50|53|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4079c1|39|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bbc2|47|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c90|50|13 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1c1|7|-33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40aec4|59|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43dfc3|63|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441d4b|53|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|62|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|62|44 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439584|22|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441fe4|63|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4399b2|38|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_489f50|61|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4096e6|40|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a3be|45|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d1e0|7|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0ba|16|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404d70|53|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e150|22|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408028|0|-51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0c2|45|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408c84|50|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4396e6|27|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440b40|45|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b9b8|41|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0ba|15|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409040|1|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ec6a|49|44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a586|22|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ac6f|49|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439a83|42|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419a83|15|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c41|49|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df7f|63|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bc83|50|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d300|12|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a047|1|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45370d|35|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b359|13|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440906|36|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404c42|49|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404f6e|39|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a003|0|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4051b6|15|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b9b8|8|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_49bb81|46|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404cc3|54|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|58|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439681|26|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457c02|48|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a0c0|3|-35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f49a|55|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44097a|14|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441544|21|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|55|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ab43|45|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404b43|45|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43acc2|51|37 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|26|4 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457cc1|51|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440948|19|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404882|34|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418daf|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df56|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43dfa8|29|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441e8b|58|37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ff35|32|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406050|1|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b885|34|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419a5a|3|-60 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440a65|21|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e041|1|-48 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44aa10|40|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406330|12|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|32|6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406440|17|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|31|13 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|48|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ac6f|49|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8c0|60|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43de44|57|43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4079c1|39|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457627|58|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|13|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404bfa|27|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a702|28|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a2d0|11|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40be02|56|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407e48|57|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c2e|48|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4404c4|19|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41a346|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439483|18|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408099|2|-40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b380|14|-45 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f1|8|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b2be|51|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|52|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4130da|25|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407f40|61|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d4c0|19|-44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40624d|45|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f440|17|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_489fb8|57|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_489ea0|58|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_489f00|60|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d2c0|11|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_489ed1|38|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45634b|18|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40cec0|59|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441dd0|55|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4073c8|40|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|23|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|46|30 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|9|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|31|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41af43|7|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|25|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|23|-3 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_40bbc2|47|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407cbd|50|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|52|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a081|2|-36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a910|36|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441fe8|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d881|34|-19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1e3|7|-53 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b50c|54|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4064cd|10|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408c44|49|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bab6|42|36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|63|58 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e894|40|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_488fa9|49|37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f1|11|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b340|13|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b481|18|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439596|22|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408c70|49|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|26|9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418cf8|44|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f000|0|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a157|12|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cfd0|63|26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41be96|50|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e3c2|15|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4216f0|27|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408d09|52|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43aa02|40|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf9b|62|52 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ce46|57|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e008|0|-10 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df7f|12|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440ef9|59|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df39|14|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404df9|55|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c08|48|-8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f060|1|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|61|53 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439503|20|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41bb06|13|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e6bf|26|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45634b|9|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407ed8|59|52 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407f80|62|40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|46|22 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b6c0|27|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408f68|61|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4054c0|19|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404fe0|63|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41c2bd|47|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43aa02|40|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|14|-30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41baac|13|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df39|47|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438db0|54|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e192|6|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407543|21|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407ec0|59|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_449e00|56|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfbc|62|56 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|40|-1 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e443|17|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418a93|10|0 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e040|55|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408fa6|46|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cc40|49|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef80|62|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d094|2|-12 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440948|51|37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a441|17|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|50|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438a00|40|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ffc0|63|44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438bc2|47|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e00a|27|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b359|13|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|46|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43eb5c|45|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf4f|61|47 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_487c1e|39|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bd42|53|47 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407e85|58|51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
