Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
scooby_state_4547b6|1|-10 0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,5,
scooby_state_452f24|28|1 4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,
scooby_state_406ca6|19|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44036c|63|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a4d2|12|-10 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43fb0a|25|-11 3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,
scooby_state_40c502|36|11 0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,
scooby_state_454647|12|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,
scooby_state_44a8c9|2|2 0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,5,
scooby_state_44ba08|58|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f40|18|15 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40bfa6|62|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c502|24|-35 2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,
scooby_state_46267c|24|7 0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_43a5de|57|9 0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,
scooby_state_40c4fb|22|-40 0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,
scooby_state_457dbd|22|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425afa|62|2 0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,5,
scooby_state_454f30|44|-15 1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_40e1ce|9|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4403f8|32|1 2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,
scooby_state_40bfa6|50|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|24|10 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454349|21|5 0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,5,
scooby_state_4497e9|2|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40b9c9|13|-33 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44ba08|20|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_45e4b7|43|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a8c9|28|-1 0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,5,
scooby_state_502194|37|0 0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,5,
scooby_state_4542e6|37|-1 0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,5,
scooby_state_452f24|15|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f40|39|15 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43d75c|46|-1 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454349|63|32 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43d725|51|-1 1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,
scooby_state_4542e6|36|-2 0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44b9f8|30|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|45|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|31|13 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_507080|27|-2 3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40bda3|17|-4 0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,
scooby_state_46c46b|28|0 3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,
scooby_state_457dc5|29|0 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40dee3|53|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e818|7|-15 2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,
scooby_state_502194|32|0 0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,5,
scooby_state_43d755|61|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44036c|17|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_426b87|31|0 2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,
scooby_state_40ded8|26|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4497e9|4|0 2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,
scooby_state_44a4d2|23|0 1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,
scooby_state_40dee3|60|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425add|37|2 0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,5,
scooby_state_507080|3|-1 1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|34|1 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a8c9|24|-2 0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,
scooby_state_40ba31|6|1 0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,5,
scooby_state_4542e9|2|0 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542e6|19|-1 0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,5,
scooby_state_4578d5|58|29 0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|32|-3 0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,
scooby_state_40e860|50|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_45438b|14|11 0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,5,
scooby_state_454647|31|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,
scooby_state_40e860|36|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c502|44|10 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ded8|15|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_45e4b1|28|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|7|4 0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,5,
scooby_state_454f30|7|-15 2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,
scooby_state_441710|32|1 2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,
scooby_state_40c502|50|11 0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,
scooby_state_40bfa6|12|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ba31|35|1 1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,5,
scooby_state_457dc5|34|6 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4547b6|46|-10 0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,5,
scooby_state_502adb|20|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454349|53|1 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_40e884|37|-13 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_45df3c|56|7 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425b50|61|1 1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,
scooby_state_40e884|54|-2 0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ded8|20|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|30|0 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_447c4c|27|-3 0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,5,
scooby_state_454349|45|-1 3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,
scooby_state_457dbd|57|29 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|25|4 0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,
scooby_state_43fb0a|50|-2 3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|33|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_46c46b|27|-1 0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,5,
scooby_state_40cac6|44|13 0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,
scooby_state_43fb0a|45|-2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_507080|23|4 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_455513|41|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ded8|61|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4550a8|31|-1 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_502c68|24|4 0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,
scooby_state_40c4fb|55|10 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_505cc8|8|-3 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454f30|54|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f34|9|-50 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44b9f8|38|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dd2|43|32 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dbd|24|1 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454626|19|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4024b3|2|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454647|23|-1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
scooby_state_42681b|18|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|8|-3 1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,
scooby_state_40c502|27|-35 2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,
scooby_state_4547b6|50|-10 1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,5,
scooby_state_4403f8|28|1 0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,5,
scooby_state_502adb|10|-1 1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c4fb|53|10 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542e9|29|0 1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5,
scooby_state_40cac6|1|-36 0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,
scooby_state_44036c|24|2 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_45e4b1|15|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425afa|31|0 0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,
scooby_state_40bd80|56|1 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_46c451|34|-1 0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,5,
scooby_state_425b50|50|1 1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,
scooby_state_452f24|59|30 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_46c46b|55|-1 0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,5,
scooby_state_4542e6|39|-1 1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,5,
scooby_state_40e1ce|59|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dd2|37|36 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454647|47|44 0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,
scooby_state_507080|27|-1 1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a4d2|34|0 0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,5,
scooby_state_44a4d2|4|-10 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40bda3|9|-4 0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|13|2 0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,5,
scooby_state_454626|15|0 0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_4b7b49|1|-1 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_447c4c|17|-3 1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,
scooby_state_44a8c9|61|46 1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542f9|25|2 2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,
scooby_state_5025c6|22|1 0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,5,
scooby_state_452f24|21|3 0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,
scooby_state_46267c|4|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40cac6|40|13 0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,5,
scooby_state_507080|54|-2 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|27|0 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4550a8|57|-1 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f34|50|26 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|44|10 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ba31|41|2 1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,
scooby_state_44a4d2|0|-10 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c4fb|33|-30 0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,5,
scooby_state_42681b|47|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ba31|19|1 2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,
scooby_state_454349|9|-24 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40b9c9|49|13 0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,
scooby_state_44035d|50|1 1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|17|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_505cc8|23|-2 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542e6|11|-2 0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,5,
scooby_state_454349|3|-56 0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,
scooby_state_40cac6|55|13 0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,
scooby_state_441710|45|1 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_505cc8|30|-3 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dd2|47|36 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40defd|38|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43a5de|24|9 0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,5,
scooby_state_4542e6|17|-1 0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,5,
scooby_state_44035d|61|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e860|18|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542f2|62|2 0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,5,
scooby_state_44a8c9|3|-2 0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,5,
scooby_state_40c502|62|1 2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,
scooby_state_457dc5|50|6 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dc5|34|11 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43fb0a|20|-43 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44035d|56|1 1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425afa|5|2 0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,5,
scooby_state_40bda3|14|-4 0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,
scooby_state_46267c|21|7 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e860|31|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_505cc8|27|-2 1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454f19|12|-1 0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,
scooby_state_40bfa6|9|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40ba31|11|2 3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,
scooby_state_44a8c9|9|-1 0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,
scooby_state_454349|5|-2 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c502|34|1 2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,
scooby_state_454626|16|0 0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_455080|36|1 0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,5,
scooby_state_447c4c|53|-3 1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,
scooby_state_452f24|1|1 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|55|30 3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
scooby_state_40b959|13|1 1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|62|4 0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,5,
scooby_state_40ba31|2|1 1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,5,
scooby_state_40c502|44|11 0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,
scooby_state_4543a7|40|0 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4578d5|60|25 0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c502|4|1 3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,
scooby_state_452f40|46|15 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425add|33|1 0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,
scooby_state_40c4fb|30|-33 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40bd2a|45|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_505cc8|48|-2 1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_505cc8|50|-3 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_507080|47|-2 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43a5de|46|9 1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,
scooby_state_40e818|55|-7 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_426a20|41|0 0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,5,
scooby_state_40be80|14|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a8c9|43|-2 0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,
scooby_state_454647|56|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,
scooby_state_46267c|7|7 2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e860|34|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a4d2|2|-10 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542e6|54|-2 0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,5,
scooby_state_43a5de|44|9 0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,5,
scooby_state_425add|15|1 0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,5,
scooby_state_43fb0a|21|-11 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,
scooby_state_455513|52|-1 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_45526e|54|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4024b3|42|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40c502|16|1 2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,
scooby_state_454349|59|1 3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,
scooby_state_40b9c9|12|-33 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_46c451|19|-1 0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,5,
scooby_state_40ba31|23|2 2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,
scooby_state_45526e|8|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501c59|59|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|10|4 0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,5,
scooby_state_505cc8|9|-2 0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_457dbd|16|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_454626|28|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40cac6|12|-33 0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,
scooby_state_457dc5|9|6 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e7b5|55|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425add|51|3 0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,5,
scooby_state_40dee3|18|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_447c4c|3|-1 3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,
scooby_state_43d720|30|-8 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43d72c|58|50 0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,5,
scooby_state_447c4c|10|-3 0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,
scooby_state_44a8c9|25|-1 0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,
scooby_state_440468|60|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a4d2|14|-10 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44a4d2|46|-10 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f34|42|27 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_452f24|63|1 3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4542e6|33|-2 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|37|4 0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,5,
scooby_state_44036c|23|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4547b9|15|-1 0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,
scooby_state_44a8c9|63|8 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|63|5 0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,5,
scooby_state_40e1ce|36|1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e884|18|-13 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e7b5|45|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e7b5|19|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43fb0a|19|-11 2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,
scooby_state_454801|10|0 0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,5,
scooby_state_501c59|22|3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40e860|17|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425b50|63|1 1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4547b9|36|-2 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_45e4b7|49|-1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_501cf1|45|3 0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,5,
scooby_state_4542e6|27|-1 0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,5,
scooby_state_4542e6|21|-1 0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,5,
scooby_state_40b9c9|0|-33 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_425b50|19|1 1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,5,
scooby_state_4543a7|12|0 3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,
scooby_state_40b959|45|1 1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5,
scooby_state_40e860|53|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_43fb0a|23|-40 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_40bfa6|4|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4543a7|16|0 0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,5,
scooby_state_40bfa6|48|0 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44ba08|58|-2 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4403f8|37|1 0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,5,
scooby_state_452f24|9|1 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
