Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
scooby_state_4063f4|3|-15 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|58|7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|50|-4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|53|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|41|33 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f2c2|35|-25 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|48|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063dc|46|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|47|-16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|13|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|19|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|42|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|43|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|39|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|48|12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4146a6|1|-40 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|58|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|55|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f385|28|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|58|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|53|52 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|11|10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|55|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|48|-6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_403cbf|26|1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|17|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|34|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|59|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|56|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|33|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|57|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|48|-11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|1|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|36|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f2bf|18|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|29|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f529|18|-12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|50|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|49|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|30|21 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|63|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|47|37 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|30|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|59|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|4|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|54|52 0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,
scooby_state_406413|10|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|33|-1 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063dc|9|-37 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|9|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|2|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|7|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|5|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|36|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|50|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|38|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|27|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|41|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|36|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|18|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|2|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063dc|40|-4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|44|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|4|-12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|55|48 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40faf0|61|34 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
scooby_state_40bf48|44|44 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|48|-15 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf39|63|55 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|0|-55 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|55|29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|61|55 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|12|-22 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|38|-6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|23|-31 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f375|19|-28 0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,
scooby_state_40bf41|30|10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf4b|48|-15 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf41|20|14 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|20|-20 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fae5|62|-1 0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,
scooby_state_40fb2b|38|29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|54|54 0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
scooby_state_40bf68|53|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf39|39|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_41b0bc|46|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|29|-19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|11|-12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf8c|55|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf41|25|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf8c|58|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf8c|43|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf41|31|12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|1|-46 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf4b|54|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf41|23|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|0|-44 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|50|27 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf39|23|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|5|-32 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|38|-16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|20|-11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bfd6|62|26 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|18|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|57|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|51|42 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|8|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406450|9|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|7|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|3|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_403d2f|40|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|49|18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063dc|20|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|45|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|19|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|22|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|6|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|5|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|3|-21 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|23|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|24|24 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|60|12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|52|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40faf9|47|21 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|9|-3 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf68|1|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fae5|10|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|11|-8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf4b|2|-27 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|19|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf4b|63|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf6c|11|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f529|21|-23 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|58|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f8e9|7|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_41b1ac|27|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_41b154|60|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_41b140|58|1 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406425|57|-2 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|13|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|11|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|25|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|14|-4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|33|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|35|-26 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f2bf|12|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|50|1 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|29|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406470|35|11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|39|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|38|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|3|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|38|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|9|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|4|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|46|-4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|57|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|53|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|45|0 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|56|-7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|38|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|31|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_403cef|47|1 0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,
scooby_state_4063f4|47|26 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|21|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|20|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063dc|18|-43 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|63|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|60|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4146a6|37|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|51|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_414d10|37|1 0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063c0|33|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|40|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|36|-25 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|49|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f2c8|63|11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|48|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|47|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|45|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|44|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|41|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|20|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|45|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|30|9 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|14|8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4146a6|44|5 0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,
scooby_state_401898|2|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|61|19 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|27|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|26|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|23|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|52|7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|10|5 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|5|5 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|55|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|50|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|48|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|47|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|34|14 0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|16|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f2c2|26|-17 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401888|0|-24 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_41b130|3|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401888|24|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|13|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_41e169|13|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|10|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|7|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|2|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|61|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|57|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|52|-4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|55|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|19|-29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|40|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|35|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|28|8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|19|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|6|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401898|4|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063dc|41|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|11|8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|23|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4146a6|36|22 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
scooby_state_406450|6|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|28|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|1|-21 1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
scooby_state_406413|60|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|22|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|47|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|24|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|21|-5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|21|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|20|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4146a6|58|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|14|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|13|-49 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|26|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|59|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|20|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|5|-7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|53|38 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|6|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|27|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|44|27 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|16|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40f2c8|5|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|15|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|12|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|7|-1 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|21|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_414d03|1|1 0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|59|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d4|25|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063d8|57|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|24|-1 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|25|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_406413|61|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|13|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|15|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|21|-42 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|43|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|25|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|36|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40c056|57|57 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|39|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|14|-10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40fb2b|37|-22 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|33|3 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|30|9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf6c|19|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|31|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|26|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|27|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|5|-58 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|19|8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|11|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|8|8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40bf48|46|-5 0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|50|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063f4|27|7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4063e0|10|1 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
