Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/603.bwaves_s-1740B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/603.bwaves_s-1740B.champsimtrace.xz
scooby_state_401a86|63|1 408,0,0,0,0,0,0,0,1,0,1,0,0,0,0,410,
scooby_state_401a3c|15|1 409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,
scooby_state_401a30|17|1 409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,
scooby_state_401a86|48|1 409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,
scooby_state_401a61|49|1 406,0,0,1,0,0,1,0,0,0,0,0,0,0,0,408,
scooby_state_401a54|17|1 405,0,0,0,0,1,0,0,0,0,0,0,1,1,0,408,
scooby_state_401a6f|17|1 405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,407,
scooby_state_401a3c|48|1 407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,
scooby_state_401a86|47|1 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,
scooby_state_401a6f|63|1 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,
scooby_state_401a54|49|1 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,
scooby_state_401a93|15|1 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,
scooby_state_401a61|33|1 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,
scooby_state_401a6f|15|1 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,
scooby_state_401a3c|16|1 404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,405,
scooby_state_401a3c|33|1 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,
scooby_state_401a93|49|1 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,
scooby_state_401a3c|49|1 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,
scooby_state_401a30|49|1 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,
scooby_state_401a30|16|1 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,
scooby_state_401a3c|28|1 403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,404,
scooby_state_401a61|48|1 404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,
scooby_state_401a54|33|1 401,0,0,0,0,0,1,0,1,0,0,0,0,0,0,403,
scooby_state_401a54|47|1 403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,
scooby_state_401a93|33|1 403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,
scooby_state_401a6f|33|1 402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,403,
scooby_state_401a54|15|1 403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,
scooby_state_401a93|17|1 402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403,
scooby_state_401a3c|63|1 402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,403,
scooby_state_401a30|33|1 402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,
scooby_state_401a93|28|1 401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,402,
scooby_state_401a93|63|1 401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,402,
scooby_state_401a61|16|1 402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,
scooby_state_401a93|47|1 401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,
scooby_state_401a6f|28|1 399,0,0,0,0,0,0,1,0,0,0,1,0,0,0,401,
scooby_state_401a3c|47|1 400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,401,
scooby_state_401a30|63|1 400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,
scooby_state_401a3c|30|1 399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400,
scooby_state_401a6f|47|1 397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,398,
scooby_state_401a30|48|1 398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,
scooby_state_401a6f|16|1 396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,397,
scooby_state_401a61|47|1 396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,397,
scooby_state_401a54|48|1 396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,397,
scooby_state_401a54|16|1 396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,
scooby_state_401a61|15|1 395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,396,
scooby_state_401a30|28|1 393,1,0,0,1,0,0,0,0,0,0,1,0,0,0,396,
scooby_state_401a6f|48|1 394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,395,
scooby_state_401a61|28|1 395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,
scooby_state_401a86|30|1 393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,394,
scooby_state_401a86|32|1 394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,
scooby_state_401a30|15|1 394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,
scooby_state_401a61|63|1 393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,
scooby_state_401a30|47|1 391,0,0,1,0,1,0,0,0,0,0,0,0,0,0,393,
scooby_state_401a54|30|1 392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,
scooby_state_401a61|30|1 390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,
scooby_state_401a86|31|1 390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,
scooby_state_401a61|32|1 389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,390,
scooby_state_401a3c|32|1 389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,
scooby_state_401a6f|32|1 387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,
scooby_state_401a93|48|1 387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,
scooby_state_401a6f|30|1 386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,387,
scooby_state_401a30|32|1 386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,
scooby_state_401a61|31|1 384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385,
scooby_state_401a93|16|1 383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,384,
scooby_state_401a30|30|1 384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,
scooby_state_401a3c|31|1 383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,
scooby_state_401a54|31|1 382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,
scooby_state_401a93|30|1 380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,
scooby_state_401a93|32|1 376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,377,
scooby_state_401a54|32|1 376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,377,
scooby_state_401a30|31|1 375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,
scooby_state_401a6f|31|1 371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372,
scooby_state_401a93|31|1 363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,
scooby_state_401ade|26|0 265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,
scooby_state_401acd|29|0 177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,
scooby_state_401a66|26|0 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,
scooby_state_401a66|27|0 122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123,
scooby_state_401a4a|29|1 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,
scooby_state_401a34|29|0 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,
scooby_state_401a93|28|0 94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,
scooby_state_401a66|27|1 93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,
scooby_state_401a30|26|0 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_401a4a|34|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|41|1 85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,
scooby_state_401a4a|16|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|24|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|23|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|9|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|13|1 85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|45|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|37|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|27|1 85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|38|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|2|1 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_401a4a|36|1 84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,
scooby_state_401a4a|59|1 84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,
scooby_state_401a59|41|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a59|40|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|22|1 84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|33|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|18|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|61|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|7|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|17|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|3|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|4|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,
scooby_state_401a4a|5|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|10|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|12|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|1|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|21|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|11|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,
scooby_state_401a59|39|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|26|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|35|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|32|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|19|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,
scooby_state_401a4a|52|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|8|1 84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|6|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|40|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|42|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|28|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|39|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|25|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|44|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|43|1 84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a4a|20|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_401a59|22|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|50|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|49|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|16|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|16|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|51|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|9|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|10|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|13|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|9|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|34|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|33|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|23|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|21|1 83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|15|1 83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|28|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|12|1 81,0,0,1,1,0,0,0,0,0,0,0,0,0,1,84,
scooby_state_401a66|34|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|24|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|32|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|25|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|60|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|41|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|56|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|53|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|30|1 83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,
scooby_state_401a98|31|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|9|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|1|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|17|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|32|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|8|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|54|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|48|1 82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84,
scooby_state_401a59|26|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|7|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|10|1 83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|27|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|51|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|24|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|16|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|3|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|13|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|29|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a8b|58|1 83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|1|1 83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,
scooby_state_401a66|40|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|58|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|35|1 83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,
scooby_state_401a4a|48|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|44|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|5|1 83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|33|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|20|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|46|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|11|1 83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|4|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|11|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|36|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|28|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|54|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|50|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|52|1 83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,
scooby_state_401a66|11|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|47|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|18|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|4|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|8|1 83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,
scooby_state_401a59|29|1 83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,
scooby_state_401a59|15|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|14|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|14|1 83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,
scooby_state_401a93|26|0 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|53|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|36|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|53|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|22|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|2|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|42|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|47|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|21|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|55|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|17|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|55|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|54|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|24|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|52|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|49|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|20|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|51|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|12|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|57|1 82,0,0,0,0,0,0,0,0,0,1,0,0,1,0,84,
scooby_state_401a59|5|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|8|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|25|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|15|1 83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,
scooby_state_401a59|30|1 83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|37|1 83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|39|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|7|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|58|1 83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|61|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|45|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|22|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|48|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|17|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|33|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|27|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|26|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|28|1 83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,
scooby_state_401a66|37|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|13|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|45|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|6|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|38|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|21|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|29|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|35|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|56|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|43|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|43|1 83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|10|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|18|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|19|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|3|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|19|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|62|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|44|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|34|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|42|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|46|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|20|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|60|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|6|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a4a|57|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|23|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|63|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|2|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|26|1 83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,
scooby_state_401a66|55|1 83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,
scooby_state_401a59|0|0 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|18|1 83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|14|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|31|1 83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|32|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|25|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|23|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|38|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a98|30|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a59|31|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|12|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_401a66|19|1 83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,
scooby_state_401a98|59|1 83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,
scooby_state_401a66|59|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|63|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|0|-63 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|21|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|60|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|49|1 82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,
